State,City,ZIP,Name,Language,Time,Type,Price,Capacity,Booked
,Chennai,600042,PvrGrandMallVelachery,Tamil,09:15,Classic,60₹,32,32
,Chennai,600042,PvrGrandMallVelachery,Tamil,09:15,Prime,165₹,225,41
,Chennai,600092,InoxChandraMetroMallVirugambakkam,Tamil,09:20,Premiere,60₹,22,20
,Chennai,600092,InoxChandraMetroMallVirugambakkam,Tamil,09:20,Silver,152₹,171,3
,Coimbatore,641016,SrkMirajCinemasCoimbatore,Tamil,09:30,Special,60₹,38,4
,Coimbatore,641016,SrkMirajCinemasCoimbatore,Tamil,09:30,Executive,190₹,232,0
,Coimbatore,641016,SrkMirajCinemasCoimbatore,Tamil,09:30,Gold,190₹,20,11
,Chidambaram,608001,VaduganathanCinemas4KDolbyAtmosChidambaram,Tamil,09:30,Elite,150₹,498,65
,Coimbatore,641001,SpiTheCinemaBrookefieldsMall,Tamil,09:40,Elite,190₹,174,9
,Coimbatore,641001,SpiTheCinemaBrookefieldsMall,Tamil,09:40,Budget,60₹,20,10
,Chennai,600014,SpiSathyamCinemasRoyapettah,Tamil,09:45,Budget,60₹,51,0
,Chennai,600014,SpiSathyamCinemasRoyapettah,Tamil,09:45,Premium,155₹,340,0
,Chennai,600014,SpiSathyamCinemasRoyapettah,Tamil,09:45,Elite,165₹,114,48
,Bengaluru,560048,PvrPhoenixMarketcityMallWhitefieldRoad,Tamil,09:45,Classic,190₹,119,19
,Bengaluru,560048,PvrPhoenixMarketcityMallWhitefieldRoad,Tamil,09:45,Recliner,350₹,12,1
,Chennai,600119,PvrHeritageRslEcrChennai,Tamil,09:50,Classic,60₹,15,15
,Chennai,600119,PvrHeritageRslEcrChennai,Tamil,09:50,Prime,165₹,118,20
,Coimbatore,641035,InoxProzoneMallSathyRoad,Tamil,09:50,Club,190₹,240,24
,Coimbatore,641035,InoxProzoneMallSathyRoad,Tamil,09:50,Executive,60₹,30,24
,Chennai,603103,InoxTheMarinaMallOmrEgatoor,Tamil,10:00,Club,190₹,195,25
,Chennai,603103,InoxTheMarinaMallOmrEgatoor,Tamil,10:00,Executive,60₹,24,24
,Madurai,625002,InoxVishaalDeMallMadurai,Tamil,10:00,Club,178₹,246,15
,Madurai,625002,InoxVishaalDeMallMadurai,Tamil,10:00,Executive,60₹,23,23
,Bengaluru,560067,CinepolisNexusShantiniketanThigalarapalya,Tamil,10:00,Vip,400₹,9,0
,Bengaluru,560067,CinepolisNexusShantiniketanThigalarapalya,Tamil,10:00,Premium,210₹,32,3
,Bengaluru,560067,CinepolisNexusShantiniketanThigalarapalya,Tamil,10:00,Executive,190₹,56,2
,Bengaluru,560067,CinepolisNexusShantiniketanThigalarapalya,Tamil,10:00,Normal,170₹,24,0
,Chennai,600004,InoxChennaiCitiCentreDrRKSalai,Tamil,10:00,Club,152₹,202,10
,Chennai,600004,InoxChennaiCitiCentreDrRKSalai,Tamil,10:00,Executive,60₹,40,40
,Chennai,600026,KamalaCinemasVadapalani,Tamil,10:00,Lounge1,152₹,17,0
,Chennai,600026,KamalaCinemasVadapalani,Tamil,10:00,Lounge2,152₹,17,0
,Chennai,600026,KamalaCinemasVadapalani,Tamil,10:00,Elite,118₹,294,0
,Chennai,600026,KamalaCinemasVadapalani,Tamil,10:00,Premium,60₹,5,0
,Chennai,600029,PvrAmpaSkywalkMallAminjikarai,Tamil,10:00,Classic,60₹,17,17
,Chennai,600029,PvrAmpaSkywalkMallAminjikarai,Tamil,10:00,Prime,190₹,116,5
,Arakkonam,631002,SindhuCinemasArakkonam,Tamil,10:00,Executive,100₹,290,29
,Sivakasi,626123,SriGaneshBalaganeshCinemasSivakasi,Tamil,10:15,Platinum,100₹,283,12
,Bengaluru,560023,CinepolisEtaNammaMallBinnyPete,Tamil,10:15,Normal,140₹,10,0
,Bengaluru,560023,CinepolisEtaNammaMallBinnyPete,Tamil,10:15,Executive,140₹,81,0
,Bengaluru,560023,CinepolisEtaNammaMallBinnyPete,Tamil,10:15,Premium,140₹,33,4
,Aruppukkottai,626101,TamilmaniTheatreACDtsAruppukkottai,Tamil,10:30,Balcony,150₹,185,0
,Aruppukkottai,626101,TamilmaniTheatreACDtsAruppukkottai,Tamil,10:30,Box,200₹,24,24
